comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_likes,video_comments,video_shared
Semoga dipermudahkan urusan amin,@edywayang,Mohd zaidi ,0,0,1-12,2023-01-28,19.6K,1122,3710
betoi tu bos sama la dgn saya hutang bank pa semua,@edywayang,Mohd zaidi ,0,0,1-12,2023-01-28,19.6K,1122,3710
sama la kita semua,@edywayang,Mohd zaidi ,0,0,1-12,2023-01-28,19.6K,1122,3710
semoga dipermudahkan amin,@ari83333,asri83333 ,1,0,1-12,2023-01-28,19.6K,1122,3710
Amin..Amin..belh stell utmg2,@juliana3591,juliana3591 ,0,0,1-12,2023-01-28,19.6K,1122,3710
hadir,@amalinaina325,amalinaina325 ,0,0,1-12,2023-01-28,19.6K,1122,3710
Smoga dipermudahkn...bagi yg nak kluar kn yg dah byk duit x memerlukn x payah kluar kn,@inarozlinasalleh,Inarozlinasalleh ,1,0,1-12,2023-01-28,19.6K,1122,3710
amin,@bai5323,Bai5323 ,0,0,1-12,2023-01-28,19.6K,1122,3710
Klau keluar boleh settle hutang😭😭😭,@nurulhuda35770,Nurulhuda ,2,0,1-12,2023-01-28,19.6K,1122,3710
alhamdulillah Semoga kita semua dipermudahkan segala urusan,@kaknur_kelate,Kaknur kelate ,1,0,1-12,2023-01-28,19.6K,1122,3710
bagilah lulus duit kami ..terpulang siapa nk keluarknn..xnk udah kami mmg memerlukan,@mariahzainuddin3,Mariah ,2,0,1-12,2023-01-28,19.6K,1122,3710
"KLU btl aku nk setle MTO BG abis ,duit qeta spere 5 bln siap2 ,gaji MMG ngam2 untuk MKN je dgn ot xddk SKG Allah ..jenuh catu nk MKN ..",@cintakasihsulam,cinta teragung 🥰😍 ,0,0,1-12,2023-01-28,19.6K,1122,3710
lamanya nak luluskan..dah bermacam usaha yg dilakukan byk pihak tapi..ermmmmm,@watie4484,watie4484 ,3,0,1-12,2023-01-28,19.6K,1122,3710
alhamdulillah semoga dipermudahkan.............Aamiin.,@amririe3,rie ,0,0,1-12,2023-01-28,19.6K,1122,3710
Syukur alhamdulilah dapat,@jaja_ajib,Jaja❤️ ,0,0,1-12,2023-01-28,19.6K,1122,3710
amin amin,@djfongsbahan,fong ,0,0,1-12,2023-01-28,19.6K,1122,3710
harap2 boleh Lulus. boleh lah saya settle hutang Yang kecil sekaligus,@stephenraja16,stephenraja16 ,1,0,1-12,2023-01-28,19.6K,1122,3710
hmm..,@nerodante88,💥 Nero 💥 ,0,0,1-12,2023-01-28,19.6K,1122,3710
🤲🤲🤲 syukur klu d lluskn lgi sgt2 d perlukn,@mmyddymmyddy,mamy@ddy ,1,0,1-12,2023-01-28,19.6K,1122,3710
alhamdulillah,@pyan7881,pyan7881 ,0,0,1-12,2023-01-28,19.6K,1122,3710
semoga d permudahkan,@ayshahling,Ling2598 ,0,0,1-12,2023-01-28,19.6K,1122,3710
Biar betul 2022 😅,@mohdazwaneddy,wan ,0,0,1-12,2023-01-28,19.6K,1122,3710
Semoga dipermudahakan,@azietaeta,Azieta Eta ,0,0,1-12,2023-01-28,19.6K,1122,3710
Semoga dipermudahkan urusan,@anthonysulit77,MOHD SAIFUL ,0,0,1-12,2023-01-28,19.6K,1122,3710
ni 2022 mat,@aripizzudin,areppp ,0,0,1-12,2023-01-28,19.6K,1122,3710
alhamdulilah,@oly_alya,OlyAlyaskincare ,0,0,1-12,2023-01-28,19.6K,1122,3710
Emmm walaupun duit sendiri tapi kita punya mintak tu mcm duit bantuan kerajaan lak😌,@firdisini2,CintaDiriSendiri ,2,0,1-12,2023-01-28,19.6K,1122,3710
Semoga dipermudahkan segala urusan:) memerlukann duitt sngtt😢😢,@arshhaaaa,haniarisha ,0,0,1-12,2023-01-28,19.6K,1122,3710
Jdie mcm mna skrng lulus kh,@renaldl09,renaldippa ,1,0,1-12,2023-01-28,19.6K,1122,3710
semoge dipercepatkan lulus KWSP tak sanggup tanggung hutang,@irayasin77,Irayasin🦋 ,1,0,1-12,2023-01-28,19.6K,1122,3710
"Alhamdulillah, semoga dipermudahkan segala urusan",@najwanadia94,NajwaNadia;) ,0,0,1-12,2023-01-28,19.6K,1122,3710
Harap sebelum raya ada rezeki,@eymanwoii,Ceo Of Palatau ,0,0,1-11,2023-01-28,19.6K,1122,3710
@мυнαммα∂ ƒαянαη:Semoga diluluskn secepat mungkin kerana memerlukan Amin² Ya Rabbal Alamin🤲🏻,@missuarrie,peminat chana ,0,0,1-11,2023-01-28,19.6K,1122,3710
semoga lulus,@zaleha275,zaleha275 ,0,0,1-11,2023-01-28,19.6K,1122,3710
🥰🥰🥰,@majekmajek592,majekmajek592 ,0,0,1-11,2023-01-28,19.6K,1122,3710
🥰🥰,@syurgaieda,Faridah ida ,0,0,1-11,2023-01-28,19.6K,1122,3710
terbaik syukur alhamdulilah,@azaharimuhaimin,🤗AzaHarI MuhHaiMin... ,0,0,1-11,2023-01-28,19.6K,1122,3710
tuh kn ht sinar..depa edit jdi 2023...aku klo azmie bugis x bg taw jawapan selagi tuh aku x caya,@rayyan_azie,azie_rayyan❤️ ,0,0,1-7,2023-01-28,19.6K,1122,3710
betul kasihan suami berkerja x henti henti semata mata nk abis kan hutang,@raidahaidah0,raidahaidah0 ,1,0,1-7,2023-01-28,19.6K,1122,3710
@anwaribrahimofficial tolong lulus kn kwsp Akaun 1,@user56612234698368,user566122346983 ,0,0,1-7,2023-01-28,19.6K,1122,3710
Tu 2022 punya da😅,@adyhussin,Ady Hussin ,0,0,1-7,2023-01-28,19.6K,1122,3710
lau btul alhamdulillah,@longhussien,longhussien ,0,0,1-6,2023-01-28,19.6K,1122,3710
betul-betul lah orang pun sedang tunggu,@liyanacho,choo^^ ,0,0,1-6,2023-01-28,19.6K,1122,3710
20k please,@ibalkmrzmn,Apek ,0,0,1-6,2023-01-28,19.6K,1122,3710
alhamdulilah semoga ianya mnjadi kenyatan .semoga allah mendengaq doa2 kita semua ..Aamiin 🤲,@jamilahhassan537,jamilahhassan537 ,0,0,1-6,2023-01-28,19.6K,1122,3710
bila la agaknya boleh lulus ya DH lama tunggu ni,@azizanazizan616,azizanazizan616 ,0,0,1-6,2023-01-28,19.6K,1122,3710
@iedasajer ni dik,@beejmbu76,Bee Jambu ,0,0,1-6,2023-01-28,19.6K,1122,3710
semoga dipermudahkan,@nurrita208,nurrita89 ,1,0,1-6,2023-01-28,19.6K,1122,3710
Terang2 tulis 2022 semua tarikh2 yg dinyatakn semua tahun lps😂,@aaneemrose,rose🌹 ,0,0,1-6,2023-01-28,19.6K,1122,3710
bila,@kumararajan915,kumararajan915@gimil.com.my ,1,0,1-6,2023-01-28,19.6K,1122,3710
Amin,@syuhada2082,syuhada ,0,0,1-6,2023-01-28,19.6K,1122,3710
bang kalau boleh bersedakah sedikit pada masjid2 atau org2 yg memerlukan..moga rezeki makin bertambah dan dipermudahkan segala urusan aminn..,@sakurasufi,reky remy martin ,2,0,1-6,2023-01-28,19.6K,1122,3710
Tolong cepat skit,@acapkali3,Acap Kali ,0,0,1-6,2023-01-28,19.6K,1122,3710
sekali 2022 daa,@_mrulaqiff,𝓐𝓶𝓲𝓻𝓾𝓵 𝓐𝓺𝓲𝓯🗿 ,0,0,1-6,2023-01-28,19.6K,1122,3710
dah boleh bawa keluar ke kwsp,@puterakayangan766,puterakayangan766 ,0,0,1-6,2023-01-28,19.6K,1122,3710
semoga dipermudahkan urusannya...,@hamsatunsalam, ,0,0,1-6,2023-01-28,19.6K,1122,3710
"KLU dapat kwsp,nak bayar hutang 7 ribu...dsai kotakan janjimu..kuasa rakyat power..",@user5527121549319,user5527121549319 ,3,0,1-6,2023-01-28,19.6K,1122,3710
alhamdulillah permulaan yg baik untuk tahun 2023,@meeltbonalh,meeltbonalh ,0,0,1-6,2023-01-28,19.6K,1122,3710
2022,@sfwankadir,GouraIsBack ,0,0,1-6,2023-01-28,19.6K,1122,3710
luluskan cepat sy nie ibu tunggal ank 4 semua belajar lgi nak bayar hutang mntak to long sgt2 dapat kuar #kwsp 2.0,@nuru1come1,syima ,1,0,1-6,2023-01-28,19.6K,1122,3710
betul ke ni.... jgn mainkn perasaan kami.... 😅😅😅,@tanasra5,tanasra ,2,0,1-6,2023-01-28,19.6K,1122,3710
yes,@user1612999347733,user1612999347733 ,0,0,1-6,2023-01-28,19.6K,1122,3710
rakyat b40 dalam kesusahan gaji pun tak naik2,@fuad055097,fuad055097 ,1,0,1-6,2023-01-28,19.6K,1122,3710
memerlukan sangat,@norizahizzah478,Norizah Izzah478 ,2,0,1-6,2023-01-28,19.6K,1122,3710
sya takk byk duit kwsp tapi sya nakk kluarkn sbb nak lunaskn hutang syaa🥺🥺 smoga ada sinar laa d kwsp,@cecengs8,ceceng ,1,0,1-6,2023-01-28,19.6K,1122,3710
Harap-harap luluskan,@davidleesabahboy,David Lee5910 ,0,0,1-6,2023-01-28,19.6K,1122,3710
mohon sgt2x di luluskan kwsp bersasar,@srielvina5,Mayang5 ,0,0,1-6,2023-01-28,19.6K,1122,3710
"harap harap bergitu lah.. pertimbangkan di akaun 1 tu.. akaun 2 tak carum lame dh.. yg Ade akaun 2 tu,oklah kn..",@nz..jai1004,*Nz#% ,0,0,1-6,2023-01-28,19.6K,1122,3710
"sokong KWSP,,hidup duit hidup duit",@mohdfaizzie7,mohdfaizzie7 ,0,0,1-6,2023-01-28,19.6K,1122,3710
"Aku dan semua rakyat yg sgt memerlukan duit kwsp ni, berdoa agar diluluskan.. Aminn",@naszakustik,naszakustik ,0,0,1-6,2023-01-28,19.6K,1122,3710
PM kata itu duit untuk hari tua..tapi PM tak tahu rakyat masih struggle settle hutang yg ada 😅,@tricktokzakaria,ZAKARIA91 ,1,0,1-6,2023-01-28,19.6K,1122,3710
jgnla mainkan perasaan pencarum ...kesian tau x...,@zuridaremly,zuridaremly ,1,0,1-6,2023-01-28,19.6K,1122,3710
alhamdulilah🤲🥰,@norlia_leeya76,Leeya76 ,0,0,1-6,2023-01-28,19.6K,1122,3710
Semoga dipermudahkan segala urusan🥰🙏🙏🙏,@niaainniaain0,NiaAin Nia Ain ,0,0,1-6,2023-01-28,19.6K,1122,3710
20 april 2022??,@yan_racuntiktok,𝕃𝕚𝕪𝕒𝕟𝕒~~RACUN TIKTOK🛍🛍 ,1,0,1-6,2023-01-28,19.6K,1122,3710
bila blh memohon ni,@aqi1204,Halim 1111 ,0,0,1-6,2023-01-28,19.6K,1122,3710
moga dipermudah,@jemikadi78,jemikadi78 ,1,0,1-6,2023-01-28,19.6K,1122,3710
dah tnggu lama apa response pun xde,@mohammadmohammad7576,chs@adleeyna11/11/22 ,1,0,1-6,2023-01-28,19.6K,1122,3710
Semoga di lulus kan sebelum raya ni,@sisnunong,user1757839157335 ,1,0,1-6,2023-01-28,19.6K,1122,3710
semoga dipermudahkan segala nya Aamiin 🤲,@norlizaema4,Norliza ema ,1,0,1-6,2023-01-28,19.6K,1122,3710
semoga d lulus kan kwsp 2.0.. Aamiin Ya Rabbal Alamiin,@juli_ibunegara,🖤💚 JulieSuhaili 💚🖤 ,0,0,1-6,2023-01-28,19.6K,1122,3710
bagi la lulus kami nak duit kami......,@user8145536704359,husna ,1,0,1-6,2023-01-28,19.6K,1122,3710
btl tu,@eiraa_zue,eiraa_zue ,0,0,1-6,2023-01-28,19.6K,1122,3710
kan banyak hutan susah sangat2,@akasirlen_zul,akasir ,0,0,1-6,2023-01-28,19.6K,1122,3710
bgi jer lulus boleh setelkn hutang 🥰,@sharifahbtmasri,Sharifah Bt Masri ,1,0,1-6,2023-01-28,19.6K,1122,3710
"semoga dipermudahkan segala urusan
#kwspbersasar",@nooraininasir7570,Nooraini Nasir7570 ,1,0,1-6,2023-01-28,19.6K,1122,3710
Bley percaya ni,@yakuzaeiji,ÇØBRÅ ,0,0,1-6,2023-01-28,19.6K,1122,3710
"smga dipermudahkan segalanya
#kwspbersasar",@dilahmad71,dilah71 ,0,0,1-6,2023-01-28,19.6K,1122,3710
Alhamdulilah kalau lulus byk hutang nk byr..,@norina7379,rina ina79 ,1,0,1-6,2023-01-28,19.6K,1122,3710
allhamdulillah moga dipermudahkan aamiin,@pojie_zack87,putrazack70 ,0,0,1-6,2023-01-28,19.6K,1122,3710
Dan boleh apply X,@gaithriramachand,Gaithri Ramachandran ,0,0,1-6,2023-01-28,19.6K,1122,3710
Lulu's x,@gaithriramachand,Gaithri Ramachandran ,0,0,1-6,2023-01-28,19.6K,1122,3710
semoga dipermudahkan pengeluaran kwsp bersasar..Aamiin..,@noahjho,E.R.N ,1,0,1-6,2023-01-28,19.6K,1122,3710
betul tu harap segera kn saja kelulusan ni kn,@sitihawabintiwahi,sitihawabintiwahi ,2,0,1-6,2023-01-28,19.6K,1122,3710
semoga diluluskan🙏 perbelanjaan makin tinggi. rasa dah tak mampu lak pulak dengan gaji secubit🥲,@olli0491,olioli5400 ,0,0,1-6,2023-01-28,19.6K,1122,3710
"tolonglahh luluskan....dhh nak depression nii.....dngan masalah hutang...., ank2 sek lgi.....😭😭
#kwspbersasar",@yenzuls,Yenz_zuLS ,1,0,1-6,2023-01-28,19.6K,1122,3710
llus kn laa tuk kli ni..dgn nk pose nk raya..nk byr hutang².. sbb bg rakyat..tu jr laa duit kmi ade..dgr laa rintihan rakyat..,@missnora79,💞m!!ssπora💞 ,1,0,1-6,2023-01-28,19.6K,1122,3710
kalau dpt kwsp lpas ni akan ku byr hutang² kt bank..hemmm..,@qumang_98,KUMANG_98 ,0,0,1-6,2023-01-28,19.6K,1122,3710
syukur alhamdulilah..dpt teruskan kelangsungan hidup sekarang smakin terhimpit,@roslanlan3748,Roslan Lan3748 ,0,0,1-6,2023-01-28,19.6K,1122,3710
klau betul Ade pengeluaran kwsp lgi alhamdulillah,@azilanazi,azilanazi ,2,0,1-6,2023-01-28,19.6K,1122,3710
harap lulus kwsp 2.0,@rajabawang6,rajabawang ,1,0,1-6,2023-01-28,19.6K,1122,3710
Knp 2022?,@terrarrosa,Reen ,0,0,2d ago ,2023-01-28,19.6K,1122,3710
Mohon sangat2 🙏🙏🙏,@matdan1984cc,MatDan84 ,0,0,1-15,2023-01-28,19.6K,1122,3710
ya Allah ya tuhan ku....Amin,@hhhhhhsyafiq,Syafiq ,0,0,1-14,2023-01-28,19.6K,1122,3710
Aamiin ya Allah,@user3691754807874,wan ,0,0,1-13,2023-01-28,19.6K,1122,3710
2022 ni,@khairulazmanyahya,J E M A N ,0,0,1-13,2023-01-28,19.6K,1122,3710
sama tuan ...🥺,@ziera_nazri,ziera nazri ,0,0,1-13,2023-01-28,19.6K,1122,3710
Jadikan lah ini kenyataan,@harithyeahh,aish ,0,0,1-12,2023-01-28,19.6K,1122,3710
lah 20 april,@user_888761044061,mikhail ,0,0,1-12,2023-01-28,19.6K,1122,3710
@Azmie Bugis-AB Official tolong support pahlawan kita guys....,@aim_odenz,aIm_oDenZ ,0,0,1-12,2023-01-28,19.6K,1122,3710
isinar eh,@21lululaluna,21lululaluna ,0,0,1-12,2023-01-28,19.6K,1122,3710
Mohon lulus segera Amat memerlukan😭😭,@nikalif74,NikAlif74 ,0,0,1-11,2023-01-28,19.6K,1122,3710
taun 2022 tu,@starblingpurple,Yaya ,0,0,1-6,2023-01-28,19.6K,1122,3710
9hb april 2022😂😂,@naffela1,naffela1 ,0,0,1-6,2023-01-28,19.6K,1122,3710
bakal lagi..😅,@mamadhia1,Mamadhia ,0,0,1-6,2023-01-28,19.6K,1122,3710
cepatttttt!!!,@0.filter,0.Filter ,0,0,1-6,2023-01-28,19.6K,1122,3710
saya berharap juga,@avj.5666,Jeevan 85 ,1,0,1-6,2023-01-28,19.6K,1122,3710
"aku nak buat rumah atas tanah sendiri.. nak keluarkan duit kwsp, mcm2 mende dorang mintak. akaun tak aktif plak tu sbb skrg berpencen.pelaq punya kwsp",@ayienorman,Ayie Norman ,0,0,11h ago ,2023-01-28,19.6K,1122,3710
dgr bleh prcya jgn..ada bukti sahih bru percya ok,@hasnahbakar175,Hasnah Bakar175 ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
yg bwh 10k mcm mne? kecut telur wei dh ni fikir bnyk masalah..,@syakir_jaafar,Syakir Jaafar ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
mohon benarkn pngeluaran kwsp,@addnamenoname,noname ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
jgn trlalu brhrap,@rossik_46,Mat sumat ,0,0,1-19,2023-01-28,19.6K,1122,3710
Lama punya ni semalam keluar berita pm kita pak nuar tak bagi keluar pun 🥲😢,@hidayatimran__,Hidayatimran_ ,0,0,1-17,2023-01-28,19.6K,1122,3710
Selagi x kompom selagi tu anggap hancing,@ucoptralala,ᴜᴄᴏᴘ🐝 ,0,0,1-16,2023-01-28,19.6K,1122,3710
Bg je laaa byak bnda nk gunaaa 2023 begitu syulit 😬,@dieya912,Matahari ,0,0,1-15,2023-01-28,19.6K,1122,3710
tggu abah balik dari London..sebab PM skrg xjanji pengeluaran KWSP,@ymtunmohdfairuz,Mohd Fairuz84🇲🇾 ,0,0,1-15,2023-01-28,19.6K,1122,3710
semoga Allah permudahkan #kwspbersasar,@lailamanja1511,lailamanja1511 ,0,0,1-15,2023-01-28,19.6K,1122,3710
fikir hari tua🥰🥰 sbelom ni da 30k kuar x nampak hasil jgak sbb selesaikan apa yg perlu..,@dannyoyeahh,DannyOyeah ,0,0,1-15,2023-01-28,19.6K,1122,3710
"tlng la... ni btol ke tipu ni... dh rabak xtaw nk tlng fmily celah mne dh ni... 🥴🥴🥴 harap bkn fake hope. ,😔😔",@awhyabdul,AwhyAbdul ,0,0,1-14,2023-01-28,19.6K,1122,3710
"blum kluar lg dlm TV3 , so jgn percaya dulu . PGIR pun umum lgi .",@yy_smooth,PianSalahke? ,0,0,1-14,2023-01-28,19.6K,1122,3710
tolong lulus kan sbb nk betul kan rumah di sebab kan banjir tahun lepas...banyak kos nk guna pakai,@syahrulizzwansinchan,Syahrul Izzwan Sin C ,0,0,1-14,2023-01-28,19.6K,1122,3710
Asik kuar Statment je tapi tah bila boleh mohon pun x tahu,@amdanzainas98,🌈 Pelanggi Hitam🖤💯 ,0,0,1-14,2023-01-28,19.6K,1122,3710
Tapi ni kwsp 2022 bang,@puterielly,elly ,0,0,1-14,2023-01-28,19.6K,1122,3710
terbaik👉👉👍👍👍👏🤲🤲🤲🤲🤗,@vickrammorshidi92,vickrammorshidi92 ,0,0,1-13,2023-01-28,19.6K,1122,3710
bujang boleh apply ke ????,@pandagurl_1204,BLACKROSE@🇲🇾 ,0,0,1-13,2023-01-28,19.6K,1122,3710
Memang nk ambil duit sendiri bayar hutang sebab kerajaan tak back up rakyat janji semua puiui,@seindahrupa,milotabor ,0,0,1-13,2023-01-28,19.6K,1122,3710
semak😂,@lantodak441,bujangsenang ,0,0,1-13,2023-01-28,19.6K,1122,3710
harap2 dipermudahkan laa.. bila boleh mohon..,@liyanamedina87,Arissa Medina ❤️ ,0,0,1-13,2023-01-28,19.6K,1122,3710
Betul Le ni...berharap Sgt semua org... Kwsp..,@lizazee367,lizazee367 ,0,0,1-12,2023-01-28,19.6K,1122,3710
"klo buka portal kwsp pn klo boleh kluar pn bila kita smbung blajar,biaya prumahan pegi haji,sakit dan yg akhir skli mati....",@syahrilrahman2,Syahril Rahman ,0,0,1-12,2023-01-28,19.6K,1122,3710
Hahah..kena game lagi..ni yg lama 10k tu..date pn blh tngon april 2022,@kaelvin_99,Kelvin_99 ,0,0,1-12,2023-01-28,19.6K,1122,3710
Smoga Allah Lancarkan Dan Prmudahkan Sgala Urusan Kt Smua.Aamiin Ya Allah 🤲🤲🤲,@norani99,Ani Sweet ,0,0,1-12,2023-01-28,19.6K,1122,3710
"kalau lulus keluar , keluarkn 8k boleh ke? nak selesaikan hutang 🥺",@faezaharon8,MummyAnakSatu ,0,0,1-12,2023-01-28,19.6K,1122,3710
"sy ada adk yg tbeban dgn hutang sbb di buangkan kerja lg dia pnya pndapatan skg utk sara hidup bulanan pn cukup2, hmpir bcerai benarkan pngeluaran.",@nabella_sani,NabellaSani ,0,0,1-12,2023-01-28,19.6K,1122,3710
AIKKKKK HARI TU PM KAN MARAH KELUARKN DUIT KWSP... 😂😂😂😂,@pendekar_mustang,✌️PenDekar~MuSTang✌️ ,0,0,1-12,2023-01-28,19.6K,1122,3710
"Hrp kluar lh kwsp ni secpt mngkin,nk sttle hutng,nk tebus brng kmas,dh x bley pusing hrp duit gji je,tlong lh kmi,smga Allah prmudhkn urusn kta,Aamin",@zuraatashinchi,Zura Atashinchi ,0,0,1-12,2023-01-28,19.6K,1122,3710
segera kan lah cepat KWSP ni aku sampai dah jual motor nak Tggu aku jual apa lagi,@firdaussahak4,firdaussahak4 ,0,0,1-12,2023-01-28,19.6K,1122,3710
sentiasa berdoa semoga Allah permudahkan segalanya urusan kita semua Aamiin 🤲,@emma73887155101726,Emma ,0,0,1-12,2023-01-28,19.6K,1122,3710
pusing pusing mai kot ni jugak haha,@ejatwinn,HunterEmpir3 ,0,0,1-12,2023-01-28,19.6K,1122,3710
mcm x cya je,@sewabotpancingazh,sewabotpancingazhar ,0,0,1-12,2023-01-28,19.6K,1122,3710
pm tak pikir pn pasal kesusahan rakyat dia pikir cari nama dia je,@ronz207,Ronnie Reynaldo ,0,0,1-11,2023-01-28,19.6K,1122,3710
segera kn..... rakyat lma dh tggu. rakyat perhati kn je perangai menteri2 msia ni...,@ezmeerabdullah,Tuahabdullah ,0,0,1-7,2023-01-28,19.6K,1122,3710
tolong lulus kwsp pls 🙏🏽,@vani56243,vani ,0,0,1-7,2023-01-28,19.6K,1122,3710
# kwspbersasar semoga dipermudahkan....Aamiin...#pm10..kami memerlukan....,@roslanhasan,Lan Rembow ,0,0,1-7,2023-01-28,19.6K,1122,3710
betul ke nak 15,@harishazrin665,harishazrin665 ,0,0,1-7,2023-01-28,19.6K,1122,3710
"Dari semalam.. 05/01/23 buka website i-akaun nk cek company ada masuk tak caruman..smpai skrg i-akaun tak lepas2..
ada kemungkinan ke...👉👈
moga ada berita baik..aamiin",@acik_syulina_786,Acik Syulina🧕 ,0,0,1-6,2023-01-28,19.6K,1122,3710
"harap2 PM kita lulus kn lh.bnyk nk kena byr ni, adusss??",@putrashuk,putrashuk ,0,0,1-6,2023-01-28,19.6K,1122,3710
ya allah mudahkan la,@mamarqq7274,ℳ𝒶𝓂𝒶 ℛ𝒬𝒬✷✴  🎀 ,0,0,1-6,2023-01-28,19.6K,1122,3710
bile no klur kwsp,@user76688029206901,sham ,0,0,1-6,2023-01-28,19.6K,1122,3710
50k la,@zulmirlifdan1,zulmirlifdan1 ,0,0,1-12,2023-01-28,19.6K,1122,3710
ya Allah moga jd kenyataan..,@sitimurni168,along76 ,1,0,1-6,2023-01-28,19.6K,1122,3710
berbuih cakap kerajaan x nk dengar langsung masaaalah rakyat bagi lulus je lah itu pon payah sangat ke x lama Pm 10 memerintah ni kalau mcm ni kan,@mohdwahi_,mohdwahi_ ,0,0,8h ago ,2023-01-28,19.6K,1122,3710
@Nurfatin Afiqah,@mokmantaro,HziqqDanial ,0,0,1d ago ,2023-01-28,19.6K,1122,3710
Tgok tarikh tu utk yg lepas punya jgn prcyq,@abdh4nis,abdhanis ,0,0,1d ago ,2023-01-28,19.6K,1122,3710
jangan kecing kami,@adam_3012,adam_3012 ,0,0,1d ago ,2023-01-28,19.6K,1122,3710
@anwaribrahimofficial,@mshahrilizwan,Msi91 ,0,0,2d ago ,2023-01-28,19.6K,1122,3710
sokong,@andibinsaiman,Andy ,0,0,3d ago ,2023-01-28,19.6K,1122,3710
ni bkn thn Lepas ...tahun ni mana Ada lg,@riana15093,Riana159 ,0,0,5d ago ,2023-01-28,19.6K,1122,3710
@𝒷𝒶𝒷𝓎 𝒸𝒶𝑜𝓃 ♡ @Yaya,@shiraa.mad,Shiraa ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
@𝙿𝚒𝚍𝚘𝚝 🍟 @Aminn. @Are Rept,@ramizierashidi,Mizie ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
@muhd_aliff96,@farahnazerii24,farahhhh🥦⚜ ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
korang tggu je...lps raya..mesti ada drama..sblum atau selepas,@botakberjambang,AshraffHusein ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
Harap2 ade lg la,@onebadboy6,B 😝 ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
@faizhafizuddin,@fatinanisha_,FA_Atennn 🦋 ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
Tolong lah lluskan,@halizaqaseh1,Haliza Qaseh ,0,0,6d ago ,2023-01-28,19.6K,1122,3710
@Intan Najwa,@hahahahahahahaha808,Hanif✨ ,0,0,1-19,2023-01-28,19.6K,1122,3710
tlglah klu ada tu alhamdulillah ..sekolah ni wei,@umihafezaliffanie,عيني ,0,0,1-19,2023-01-28,19.6K,1122,3710
@far_azman,@nurzainidania,Nur Zaini Dania ,0,0,1-16,2023-01-28,19.6K,1122,3710
@Muhd Fitri,@eyfakhalid__,eyfakhalid__ ,0,0,1-16,2023-01-28,19.6K,1122,3710
@Tiezzat_Baby_Chubby_1426,@cwety__,𝓜𝓪𝓱𝓪 𝓛𝓪𝔁𝓶𝓲 🥀 ,0,0,1-16,2023-01-28,19.6K,1122,3710
Jgn silap2 mohon dlm App cm ni,@krishnandhong,Krishnan Sundaram342 ,0,0,1-16,2023-01-28,19.6K,1122,3710
@husnanadiaa,@fikkarsad_,Fikk Arsad ,0,0,1-15,2023-01-28,19.6K,1122,3710
@Hery Norfaizal,@amirul679,Are-mirul Are-san ,0,0,1-15,2023-01-28,19.6K,1122,3710
@Itsmeeyna,@syamimienordin,SyamimieNordin ,1,0,1-15,2023-01-28,19.6K,1122,3710
Tak baik mainkan perasaan orang ramai .,@sufianjasmi,Sufianjasmi ,0,0,1-15,2023-01-28,19.6K,1122,3710
@Crazy Army,@3456abcd6,user559544259286 ,1,0,1-14,2023-01-28,19.6K,1122,3710
Alhmmudlilahh lh kalau btl blh klua .. sbb sngt memerlukn,@along_2104,AWEKBARISTA☕ ,0,0,1-13,2023-01-28,19.6K,1122,3710
@qasehafnie @imjessy1995,@miss_cora91,ʝօɖօɦ_aաaҡ  ☑️ ,1,0,1-13,2023-01-28,19.6K,1122,3710
👌👌👌,@yusriyunos82,YusRin ,0,0,1-13,2023-01-28,19.6K,1122,3710
@nnk @nshyahirah,@fxtinierx,ftnierx ,0,0,1-13,2023-01-28,19.6K,1122,3710
@KayelAiman,@nurshafiqah_________,P I K A 🤍 ,0,0,1-13,2023-01-28,19.6K,1122,3710
@fiiizaa_0 @safiahhhhh98 @juma_syieraa @thereal_shahirasaid,@ainkadir_,𝖓𝖚𝖗𝖚𝖑✨ ,0,0,1-13,2023-01-28,19.6K,1122,3710
@amerrhaikal,@szrlnjmie,apeksenyumm ,0,0,1-13,2023-01-28,19.6K,1122,3710
rai@𝕽𝖓𝖆𝖇𝖎𝖑𝖆𝖆𝖆 🤍,@1994mumahbad,mohd kareel ,0,0,1-13,2023-01-28,19.6K,1122,3710
@baby_shark3391,@adella_hazel93,Adella Hazel 🌺 ,0,0,1-13,2023-01-28,19.6K,1122,3710
@Hana Bella Hana,@alisroslee,Alis Suriani ❤️‍🔥 ,0,0,1-13,2023-01-28,19.6K,1122,3710
@𝒩𝓊𝓇𝓊𝓊𝓊𝓊𝓁 🧬,@yaanaa_12,Y  A  N  A 🧚🏻🪄 ,0,0,1-13,2023-01-28,19.6K,1122,3710
Aku konfius. Ni untuk tahun 2023 ke 2022? Atas 2023 . Tgk cara mohon 2022 pulak,@maizatul5568,Maizatul 💕💕 ,0,0,1-13,2023-01-28,19.6K,1122,3710
